"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Dental/Oral and Craniofacial Disease; Genetics; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Address;Adult;Aplasia Cutis Congenita;Biological Models;Blood Vessels;Body part;Burn injury;Cell Lineage;Cells;Cephalic;Chick Embryo;Chronic;Defect;Dehydration;Dermal;Dermis;Development;Dimensions;Dorsal;Embryo;Engineering;Epidermis;Focal Dermal Hypoplasia;Gene Targeting;Genetic;Genetic Programming;Gland;Goals;Hair;Hair follicle structure;Head;Infection;Knowledge;Lateral;Maps;Mediating;Mediator of activation protein;Mesenchymal Stem Cells;Mesoderm;Modeling;Molecular;Movement;Mus;Mutant Strains Mice;Nerve;Neural Crest;Neural Crest Cell;Outcome Study;Pathway interactions;Pattern;Phenotype;Research Personnel;Resolution;Role;Signal Pathway;Signal Transduction;Site;Skin;Skin Substitutes;Somites;Testing;Therapeutic;Tissue Engineering;Tissues;Transducers;Work;Wound Healing;appendage;beta catenin;craniofacial;fetal;hindbrain;in vivo;migration;mutant;progenitor;programs;stem cell differentiation;tool;transcription factor","Genetic mechanisms of craniofacial dermal development","n/a","NIDCR","7660409","7/22/2009 12:00:00 AM"," ","5R01DE018470-03","5","R01","DE","018470","03"," ","SCHOLNICK, STEVEN","8/1/2007 12:00:00 AM","7/31/2012 12:00:00 AM","Arthritis, Connective Tissue and Skin Study Section[ACTS]"," ","6433673","ATIT, RADHIKA P","Not Applicable","11","GENETICS","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2010 12:00:00 AM","121","Non-SBIR/STTR","2009"," "," ","NIDCR"," "," "," ","305601",
"Cardiovascular; Heart Disease; Heart Disease - Coronary Heart Disease; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Embryonic - Non-Human; Stem Cell Research - Nonembryonic - Non-Human; Transplantation","Accounting;Acute;Address;Adult;Animals;Blood Pressure;Bone Marrow;Cardiac;Cardiac Myocytes;Cell Differentiation process;Cell Survival;Cells;Chronic;Deterioration;Differentiation Antigens;Exhibits;Goals;Graft Survival;Image;Imaging Techniques;Impairment;Infarction;Lead;Left;Left Ventricular Remodeling;Location;Magnetic Resonance Imaging;Measurement;Measures;Mediating;Mesenchymal Stem Cells;Methods;Modality;Monitor;Motion;Myocardial;Myocardial Infarction;Myocardium;Outcome;Radial;Radionuclide Imaging;Recovery;Recovery of Function;Reporter Genes;Research Personnel;Resolution;Staging;Stem cells;Stress;System;Techniques;Testing;Therapeutic;Therapeutic Effect;Time;Variant;Ventricular;Ventricular Remodeling;cell type;embryonic stem cell;functional disability;functional improvement;functional loss;imaging modality;migration;optical imaging;programs;response;stem cell therapy","Imaging Stem Cell Grafted in the Infarcted Myocardium","n/a","NHLBI","7837239","7/16/2009 12:00:00 AM","PA-02-011","3R01HL081185-04S1","3","R01","HL","081185","04","S","EVANS, FRANK","7/15/2009 12:00:00 AM","3/31/2013 12:00:00 AM","Medical Imaging Study Section[MEDI]"," ","7614853","ZHOU, RONG ","Not Applicable","03","RADIATION-DIAGNOSTIC/ONCOLOGY","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","SCHOOLS OF MEDICINE","191046205","UNITED STATES","N","7/15/2009 12:00:00 AM","3/31/2013 12:00:00 AM","701","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","196269",
"Bioengineering; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Stem Cell Research - Nonembryonic - Non-Human; Stem Cell Research - Umbilical Cord Blood/ Placenta; Stem Cell Research - Umbilical Cord Blood/ Placenta - Human","Affect;Anastomosis - action;Animal Model;Antigen-Presenting Cells;Area;Blood Circulation;Blood Vessels;Cardiovascular Diseases;Cause of Death;Cell Therapy;Cells;Cessation of life;Characteristics;Collagen;Collagen Fibril;Collagen Type I;Development;Endothelial Cells;Engineering;Extracellular Matrix;Genetic;Germ Cells;Goals;Home environment;Human;Implant;In Situ;In Vitro;Integrin Binding;Mechanics;Mesenchymal Stem Cells;Modeling;Modification;Mus;Natural regeneration;Peripheral;Physiological;Population;Property;Signal Transduction;Site;Skin;Source;Stem cells;Structure;Supporting Cell;Testing;Therapeutic;Thick;Tissue Engineering;Tissue Grafts;Tissues;Transplantation;Umbilical Cord Blood;United States;Vascular blood supply;Wound Healing;base;behavior influence;cell behavior;cell type;cost;density;design;human subject;improved;in vivo;interest;mouse model;novel;progenitor;public health relevance;repaired;stem cell differentiation;success;therapeutic angiogenesis;wound","Engineering Collagen Matrices that Modulzate in vivo Vessel Formation","n/a","NHLBI","7675525","4/23/2009 12:00:00 AM","PA-08-021","1F30HL096350-01","1","F30","HL","096350","01"," ","CARLSON, DREW E","9/1/2009 12:00:00 AM","8/31/2014 12:00:00 AM","Special Emphasis Panel[ZRG1-F15-N(20)L]"," ","9509814","CRITSER, PAUL JOHN","Not Applicable","07","PEDIATRICS","603007902","SHHBRBAPSM35","603007902","SHHBRBAPSM35","US","39.780714","-86.174977","577806","INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS","INDIANAPOLIS","IN","SCHOOLS OF MEDICINE","462022915","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2010 12:00:00 AM","837","Training, Individual","2009"," "," ","NHLBI"," "," "," ","31579",
"Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Address;Adipocytes;Animals;Biochemical;Biology;Bone Marrow;Bone Marrow Cells;CSF1 gene;Calvaria;Cell Count;Cell Culture Techniques;Cell Line;Cells;Coculture Techniques;Cost Savings;Densitometry;Dual-Energy X-Ray Absorptiometry;Engineering;Freezing;Functional disorder;Genotype;Goals;Image;In Vitro;Laboratories;Macrophage Colony-Stimulating Factor;Marrow;Mesenchymal Stem Cells;Modeling;Mus;Musculoskeletal;Musculoskeletal Diseases;Osteoblasts;Osteoclasts;Parathyroid Hormones;Phenotype;Preparation;Protocols documentation;RNA;Rattus;Research;Research Personnel;Resolution;Services;Skeleton;Spleen;Stem cells;Stromal Cells;TNFSF11 gene;Techniques;Technology;Training;Universities;Variant;adipocyte differentiation;base;bone;bone cell;cell bank;college;fetal;human PTH protein;interest;investigator training;medical schools;member;oncostatin M;progenitor;skeletal","CELL CORE","The relevance of the Cell Core is based on its ability to consistently provide cells of
high quality and of the appropriate genotype and phenotype. This results in uniformity of function, cost
savings and most importantly, lowers the threshold for new investigators to explore the skeletal biology of
their models and for an expansion of investigative efforts by current Center members.","NIAMS","7685846"," ","RFA-AR-08-003","2P30AR046032-11","2","P30","AR","046032","11"," "," ","8/1/2009 12:00:00 AM","6/30/2014 12:00:00 AM","ZAR1-CHW-G(M1)","7270","1883490","HOROWITZ, MARK C","Not Applicable","03","Unavailable","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","Domestic Higher Education","065208327","UNITED STATES","N","8/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM"," ","Research Centers","2009","156113","156113"," "," "," "," "," ",
"Aging; Atherosclerosis; Bioengineering; Cardiovascular; Heart Disease; Heart Disease - Coronary Heart Disease; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation","Animals;Biological;Bioluminescence;Bone Marrow;Cell Culture Techniques;Cell Differentiation process;Cell Survival;Cells;Characteristics;Coronary Arteriosclerosis;Differentiation Inducer;Engineering;Enzymes;Fluorescence;Goals;Grant;Heart;Imaging Techniques;Imaging technology;Infarction;Lead;Learning;Life;Mesenchymal Stem Cells;Methods;Molecular;Monitor;Muscle;Muscle Cells;Myocardial;Myocardial Infarction;Myocardial Ischemia;Myocardium;Nitric Oxide;Oxidants;Oxidative Stress;Oxidative Stress Induction;Oxidative Stress Pathway;Pathway interactions;Play;Rattus;Reporter;Reporter Genes;Role;Staging;Stem cell transplant;Stem cells;Stress;Stromal Cells;Superoxide Dismutase;Techniques;Testing;The Sun;Therapeutic;Transplantation;abstracting;imaging modality;improved;in vivo;interest;molecular imaging;novel;novel therapeutics;optical imaging;programs;promoter;response;stem;stem cell biology;stem cell differentiation;stem cell population;stem cell therapy;therapy outcome","Role of Oxidative Stress in Stem Cell Differentiation and Survival","n/a","NHLBI","7795373","6/2/2009 12:00:00 AM","PA-06-133","4R00HL088048-03","4","R00","HL","088048","03"," ","MONDORO, TRACI","6/3/2009 12:00:00 AM","5/31/2012 12:00:00 AM","NSS"," ","8683475","RODRIGUEZ-PORCEL, MARTIN ","Not Applicable","01","Unavailable","006471700","Y2K4F9RPRRG7","006471700","Y2K4F9RPRRG7","US","44.022374","-92.465881","4976101","MAYO CLINIC ROCHESTER","ROCHESTER","MN","Other Domestic Non-Profits","559050001","UNITED STATES","N","6/3/2009 12:00:00 AM","5/31/2010 12:00:00 AM","837","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","248999",
"Clinical Research; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Adenoviruses;Adhesions;Animal Model;Bone Development;Bone Morphogenetic Proteins;Bone Regeneration;Cell Line;Cell Proliferation;Cells;Complex;Cysteine;Data;Development;Event;Extracellular Matrix;Extracellular Matrix Proteins;Family;Fracture Healing;Goals;Human;In Vitro;Insulin-Like Growth-Factor-Binding Proteins;Knowledge;Length;Mediating;Mesenchymal Stem Cells;Molecular;Organ;Orthopedics;Osteogenesis;Pathway interactions;Patients;Play;Process;Proteins;RNA Interference;Regulation;Research Personnel;Role;Series;Signal Pathway;Small Interfering RNA;Stem cells;Testing;Tetracyclines;Time;Transforming Growth Factors;angiogenesis;base;bone;bone healing;bone morphogenetic protein 9;clinical application;connective tissue growth factor;in vivo;member;mutant;osteoblast differentiation;osteogenic;precursor cell;programs;repaired;research study;skeletal;skeletal tissue","The role of connective Tissue Growth Factor on BMP9-Induced Osteogenesis","n/a","NIAMS","7667889","8/5/2009 12:00:00 AM","PA-06-512","5K08AR054381-03","5","K08","AR","054381","03"," ","WANG, FEI","9/1/2007 12:00:00 AM","8/31/2012 12:00:00 AM","Arthritis and Musculoskeletal and Skin Diseases Special Grants Study Section[AMS]"," ","8542976","LUU, HUE HAN","Not Applicable","01","SURGERY","005421136","ZUE9HKT2CLC9","005421136","ZUE9HKT2CLC9","US","41.789554","-87.601172","1413601","UNIVERSITY OF CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606372612","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2010 12:00:00 AM","846","Other Research-Related","2009"," "," ","NIAMS"," "," "," ","119043",
"Injury (total) Accidents/Adverse Effects; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Affect;Aspirate substance;Back;Biopsy;Biopsy Specimen;Bone Marrow;Bone Marrow Aspiration;Bone Marrow Cells;CSF3 gene;Cells;Chronic;Cicatrix;Clinical Trials;Computer Retrieval of Information on Scientific Projects Database;Dorsal;Dose;Effectiveness;Epithelial;Fibrin;Flow Cytometry;Funding;Goals;Grant;Healed;Hematopoietic Stem Cell Mobilization;Human;Immigration;Impaired wound healing;In Vitro;Inflammatory;Injury;Institution;Keratin;Marrow;Measurement;Mesenchymal Stem Cells;Methods;Mus;Patients;Population;Preparation;Proto-Oncogene Protein c-kit;Recruitment Activity;Reporting;Research;Research Personnel;Resources;Site;Source;Specific qualifier value;Stem cells;System;Tail;United States National Institutes of Health;Varicose Ulcer;Work;Wound Healing;c-myc Genes;computerized;cytokine;healing;migration;molecular marker;novel strategies;polymerization;research study;response;stem;wound","STEM CELLS AND CHRONIC WOUNDS","n/a","NCRR","7959650","5/1/2009 12:00:00 AM","RFA-RR-07-001","5P20RR018757-07","5","P20","RR","018757","07"," "," ","5/1/2009 12:00:00 AM","4/30/2010 12:00:00 AM","ZRR1-RI-6(01)","5823","1878199","IWAMOTO, SATORI ","Not Applicable","02","Unavailable","625899281"," ","625899281"," ","US","41.833856","-71.435325","7071801","ROGER WILLIAMS HOSPITAL","PROVIDENCE","RI","Independent Hospitals","029084735","UNITED STATES","N","5/1/2009 12:00:00 AM","4/30/2010 12:00:00 AM","389","Research Centers","2009","436363","436363"," "," "," "," "," ",
"Aging; Arthritis; Bioengineering; Biotechnology; Nanotechnology; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human","Achievement;Adipose tissue;Animals;Area;Autologous;Biocompatible Materials;Biological;Biology;Biomedical Research;Bioreactors;Cartilage;Cell Differentiation process;Cells;Chondrocytes;Collagen;Defect;Degenerative polyarthritis;Development;Disease;Endothelial Cells;Engineering;Environment;Family suidae;Gel;Genetic Materials;Goals;Growth Factor;Hyaline Cartilage;Hyaluronan;Hydrogels;In Vitro;Injury;Intervertebral disc structure;Lead;Legal patent;Ligaments;Mechanical Stimulation;Mechanics;Meniscus structure of joint;Mesenchymal Stem Cells;Modeling;Molecular;Musculoskeletal;Natural regeneration;Nature;Population;Regenerative Medicine;Regulation;Research Activity;Rupture;Signal Transduction Pathway;Simulate;Soft Tissue Injuries;System;Tendon structure;Tissue Engineering;Tissues;aged;base;burden of illness;cell type;controlled release;design;improved;in vivo;information gathering;injured;interest;intervertebral disk degeneration;nanofiber;new technology;novel;novel strategies;osteochondral repair;osteochondral tissue;repaired;response;scaffold;skeletal;skeletal disorder;skeletal tissue","Novel Approaches in Tissue Engineering and Regenerative Medicine","n/a","NIAMS","7964963"," "," ","1ZIAAR041178-02","1","ZIA","AR","041178","02"," "," "," "," "," "," ","1858712","TUAN, ROCKY S","Not Applicable","n/a","Unavailable"," "," "," "," "," "," "," "," ","NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES"," "," ","Other Domestic Non-Profits"," ","UNITED STATES","N"," "," "," ","Intramural Research","2009"," "," ","NIAMS"," "," "," ","1230924",
"Aging; Atherosclerosis; Bioengineering; Biotechnology; Cardiovascular; Hematology; Nanotechnology; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation","Address;Allogenic;Aneurysm;Animal Model;Arteries;Atherosclerosis;Autologous;Biocompatible;Biocompatible Materials;Biological Markers;Biomimetics;Blood Vessels;Bone Marrow;Bone Marrow Stem Cell;Bypass;Caliber;Cell Adhesion;Cells;Collagen;Development;Endothelial Cells;Engineering;Extracellular Matrix;Failure;Goals;Laboratories;Lead;Liquid substance;Mechanics;Mesenchymal Stem Cells;Molecular Structure;Monitor;Operative Surgical Procedures;Peptides;Prevention;Procedures;Production;Property;RGD (sequence);Research;Smooth Muscle Myocytes;Source;Stem cells;Structure;Surface;Technology;Testing;Thrombosis;Tissue Engineering;Tissues;Transforming Growth Factors;Transplantation;Tubular formation;Vascular Diseases;Vascular Graft;Veins;adult stem cell;base;biodegradable polymer;cell type;common treatment;immunogenic;in vivo;innovative technologies;monolayer;nanofiber;novel;poly(lactic acid);precursor cell;prevent;repaired;response;scaffold;scale up;shear stress;stem cell differentiation;vascular tissue engineering","Tissue Engineered Nanofibrous Vascular Graft","n/a","NHLBI","7856111","7/15/2009 12:00:00 AM","RFA-HL-05-013","3R01HL083900-03S2","3","R01","HL","083900","03","S","LUNDBERG, MARTHA","9/30/2006 12:00:00 AM","6/30/2011 12:00:00 AM","ZHL1-CSR-N(F1)"," ","3129839","LI, SONG ","Not Applicable","13","BIOMEDICAL ENGINEERING","124726725","GS3YEVSS12N6","124726725","GS3YEVSS12N6","US","37.870295","-122.268133","577502","UNIVERSITY OF CALIFORNIA BERKELEY","BERKELEY","CA","BIOMED ENGR/COL ENGR/ENGR STA","947101749","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2011 12:00:00 AM","701","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","127000",
"Arthritis; Bioengineering; Biotechnology; Clinical Research; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human","Address;Affect;Age;Applications Grants;Arts;Autologous;Biology;Biomedical Engineering;Bioreactors;Blood Vessels;Bone marrow biopsy;Cartilage;Cartilage injury;Cells;Chondrocytes;Clinical;Complex;Computer Systems Development;Culture Media;Defect;Degenerative polyarthritis;Development;Diffusion;Engineering;Environment;Event;Future;Goals;Growth Factor;Guidelines;Healed;Implant;In Situ;In Vitro;Joint repair;Joints;Lead;Life;Measures;Mechanical Stimulation;Mechanical Stress;Mechanics;Mental Processes;Mesenchymal Stem Cells;Methods;Modality;Modeling;Monitor;Nutrient;Operative Surgical Procedures;Outcome;Pathway interactions;Patients;Population;Problem Solving;Process;Productivity;Property;Protocols documentation;Public Health;Replacement Arthroplasty;Research;Research Project Grants;Sampling;Shapes;Signaling Molecule;Specimen;System;Technology;Testing;Tissue Engineering;Tissues;Waste Products;Work;articular cartilage;base;bone;conditioning;data acquisition;disability;healing;implantation;improved;in vivo;insight;meetings;novel;preconditioning;repaired;research study;scaffold;sensor;stem cell technology;success","Engineering cartilage: an approach to joint repair","n/a","NIAMS","7590379","3/30/2009 12:00:00 AM","PA-02-011","5R01AR050208-05","5","R01","AR","050208","05"," ","WANG, FEI","4/5/2005 12:00:00 AM","3/31/2012 12:00:00 AM","Special Emphasis Panel[ZRG1-MOSS-G(01)]"," ","1881038","WELTER, JEAN F","Not Applicable","11","ORTHOPEDICS","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","4/1/2009 12:00:00 AM","3/31/2012 12:00:00 AM","846","Non-SBIR/STTR","2009"," "," ","NIAMS"," "," "," ","312775",
"Biotechnology; Regenerative Medicine; Smoking and Health; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Tobacco","Acceleration;Address;Affect;Alcian Blue;Alkaline Phosphatase;Animals;Biological Assay;Biomechanics;Bone Regeneration;Bone callus;Cartilage;Cell Culture Techniques;Cell membrane;Cells;Chondrocytes;Chondrogenesis;Cigarette;Clinical;Coix;Collagen Type II;Collagen Type X;Cyclic AMP-Responsive DNA-Binding Protein;Data;Defect;Dependence;Development;Dominant-Negative Mutation;Education;Evaluation;Event;Femoral Fractures;Femur;Foundations;Fracture;Fracture Healing;Genes;Grant;Healed;Histologic;Hypertrophy;Impaired wound healing;In Situ;In Situ Hybridization;In Vitro;Knockout Mice;Laboratories;Ligand Binding;Limb Bud;Literature;Measurement;Mediating;Mesenchymal;Mesenchymal Stem Cells;Messenger RNA;Methods;Modeling;Molecular;Morbidity - disease rate;Mus;Nicotine;Nicotinic Receptors;Operative Surgical Procedures;Orthopedics;Osteocalcin;Osteogenesis;Outcome;Pathway interactions;Phenotype;Pilot Projects;Process;Protein Analysis;Receptor Activation;Receptor Signaling;Recruitment Activity;Regulation;Research;Research Personnel;Reverse Transcriptase Polymerase Chain Reaction;Role;Second Messenger Systems;Signal Transduction;Site;Skeleton;Smoke;Smoker;Smoking;Spinal Fusion;Staining method;Stains;Stem cells;Testing;Time;Vascular Endothelial Growth Factors;X-Ray Computed Tomography;base;biglycan;bone;bone morphogenetic protein 2;cigarette smoking;cigarette smoking;decorin;drug efficacy;gain of function;healing;in vivo;in vivo Model;long bone;mouse model;novel;parathyroid hormone-related protein;programs;protein activation;receptor;receptor expression;receptor function;repaired;research study;response;second messenger;skeletal;versican","Mechanism of Nicotine Action in the Healing Skeleton","n/a","NIAMS","7665058","8/10/2009 12:00:00 AM"," ","5R01AR052011-04","5","R01","AR","052011","04"," ","WANG, FEI","9/18/2006 12:00:00 AM","8/31/2011 12:00:00 AM","Skeletal Biology Structure and Regeneration Study Section[SBSR]"," ","1953547","ZUSCIK, MICHAEL J","Not Applicable","25","ORTHOPEDICS","041294109","F27KDXZMF9Y8","041294109","F27KDXZMF9Y8","US","43.16888","-77.615939","7047101","UNIVERSITY OF ROCHESTER","ROCHESTER","NY","SCHOOL OF MEDICINE & DENTISTRY","146270140","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2011 12:00:00 AM","846","Non-SBIR/STTR","2009"," "," ","NIAMS"," "," "," ","257916",
